Unnamed: 0,name,moves,encounterOrEvolutionTrigger,OriginIfEvolution,movesByVM,movesByTM
47,rhyhorn,"[{'name': 'horn-attack', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 30}, {'name': 'tail-whip', 'levelLearnedAt': 35}, {'name': 'fury-attack', 'levelLearnedAt': 40}, {'name': 'horn-drill', 'levelLearnedAt': 45}, {'name': 'leer', 'levelLearnedAt': 50}, {'name': 'take-down', 'levelLearnedAt': 55}]",walk,,['strength'],"['bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'horn-drill', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic']"
48,chansey,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'double-slap', 'levelLearnedAt': 1}, {'name': 'sing', 'levelLearnedAt': 24}, {'name': 'growl', 'levelLearnedAt': 30}, {'name': 'minimize', 'levelLearnedAt': 38}, {'name': 'defense-curl', 'levelLearnedAt': 44}, {'name': 'light-screen', 'levelLearnedAt': 48}, {'name': 'double-edge', 'levelLearnedAt': 54}]",walk,,"['flash', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'thunderbolt', 'body-slam', 'rest', 'teleport', 'ice-beam', 'rock-slide', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'soft-boiled', 'substitute', 'skull-bash', 'double-team', 'egg-bomb', 'dream-eater', 'rage', 'toxic', 'take-down', 'earthquake', 'psywave', 'blizzard', 'solar-beam', 'psychic', 'mimic', 'metronome']"
49,pinsir,"[{'name': 'vise-grip', 'levelLearnedAt': 1}, {'name': 'seismic-toss', 'levelLearnedAt': 25}, {'name': 'guillotine', 'levelLearnedAt': 30}, {'name': 'focus-energy', 'levelLearnedAt': 36}, {'name': 'harden', 'levelLearnedAt': 43}, {'name': 'slash', 'levelLearnedAt': 49}, {'name': 'swords-dance', 'levelLearnedAt': 54}]",walk,,"['cut', 'strength']","['bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'submission', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'mimic']"
50,dratini,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 10}, {'name': 'agility', 'levelLearnedAt': 20}, {'name': 'slam', 'levelLearnedAt': 30}, {'name': 'dragon-rage', 'levelLearnedAt': 40}, {'name': 'hyper-beam', 'levelLearnedAt': 50}]",walk,,['surf'],"['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
51,doduo,"[{'name': 'peck', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 20}, {'name': 'fury-attack', 'levelLearnedAt': 24}, {'name': 'drill-peck', 'levelLearnedAt': 30}, {'name': 'rage', 'levelLearnedAt': 36}, {'name': 'tri-attack', 'levelLearnedAt': 40}, {'name': 'agility', 'levelLearnedAt': 44}]",walk,,['fly'],"['whirlwind', 'bide', 'body-slam', 'rest', 'tri-attack', 'reflect', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic']"
52,kangaskhan,"[{'name': 'comet-punch', 'levelLearnedAt': 1}, {'name': 'rage', 'levelLearnedAt': 1}, {'name': 'bite', 'levelLearnedAt': 26}, {'name': 'tail-whip', 'levelLearnedAt': 31}, {'name': 'mega-punch', 'levelLearnedAt': 36}, {'name': 'leer', 'levelLearnedAt': 41}, {'name': 'dizzy-punch', 'levelLearnedAt': 46}]",walk,,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'solar-beam', 'mimic']"
53,venomoth,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 1}, {'name': 'poison-powder', 'levelLearnedAt': 24}, {'name': 'leech-life', 'levelLearnedAt': 27}, {'name': 'stun-spore', 'levelLearnedAt': 30}, {'name': 'psybeam', 'levelLearnedAt': 38}, {'name': 'sleep-powder', 'levelLearnedAt': 43}, {'name': 'psychic', 'levelLearnedAt': 50}]",walk,,['flash'],"['whirlwind', 'bide', 'rest', 'teleport', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'psywave', 'solar-beam', 'psychic', 'mimic']"
54,tauros,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 21}, {'name': 'tail-whip', 'levelLearnedAt': 28}, {'name': 'leer', 'levelLearnedAt': 35}, {'name': 'rage', 'levelLearnedAt': 44}, {'name': 'take-down', 'levelLearnedAt': 51}]",walk,,"['surf', 'strength']","['bide', 'thunder', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'solar-beam', 'mimic']"
55,golbat,"[{'name': 'screech', 'levelLearnedAt': 1}, {'name': 'leech-life', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 10}, {'name': 'bite', 'levelLearnedAt': 15}, {'name': 'confuse-ray', 'levelLearnedAt': 21}, {'name': 'wing-attack', 'levelLearnedAt': 32}, {'name': 'haze', 'levelLearnedAt': 43}]",walk,,['fly'],"['whirlwind', 'bide', 'rest', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
56,slowbro,"[{'name': 'confusion', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 18}, {'name': 'headbutt', 'levelLearnedAt': 22}, {'name': 'growl', 'levelLearnedAt': 27}, {'name': 'water-gun', 'levelLearnedAt': 33}, {'name': 'withdraw', 'levelLearnedAt': 37}, {'name': 'amnesia', 'levelLearnedAt': 44}, {'name': 'psychic', 'levelLearnedAt': 55}]",walk,,"['flash', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'dig', 'body-slam', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'earthquake', 'psywave', 'blizzard', 'psychic', 'mimic']"
57,seel,"[{'name': 'headbutt', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 30}, {'name': 'aurora-beam', 'levelLearnedAt': 35}, {'name': 'rest', 'levelLearnedAt': 40}, {'name': 'take-down', 'levelLearnedAt': 45}, {'name': 'ice-beam', 'levelLearnedAt': 50}]",walk,,"['surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'body-slam', 'rest', 'ice-beam', 'horn-drill', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
58,staryu,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'water-gun', 'levelLearnedAt': 17}, {'name': 'harden', 'levelLearnedAt': 22}, {'name': 'recover', 'levelLearnedAt': 27}, {'name': 'swift', 'levelLearnedAt': 32}, {'name': 'minimize', 'levelLearnedAt': 37}, {'name': 'light-screen', 'levelLearnedAt': 42}, {'name': 'hydro-pump', 'levelLearnedAt': 47}]",walk,,"['flash', 'surf']","['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'reflect', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'psychic', 'mimic']"
59,dewgong,"[{'name': 'headbutt', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 30}, {'name': 'aurora-beam', 'levelLearnedAt': 35}, {'name': 'rest', 'levelLearnedAt': 44}, {'name': 'take-down', 'levelLearnedAt': 50}, {'name': 'ice-beam', 'levelLearnedAt': 56}]",walk,,"['surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'body-slam', 'rest', 'ice-beam', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
60,kingler,"[{'name': 'leer', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 1}, {'name': 'vise-grip', 'levelLearnedAt': 20}, {'name': 'guillotine', 'levelLearnedAt': 25}, {'name': 'stomp', 'levelLearnedAt': 34}, {'name': 'crabhammer', 'levelLearnedAt': 42}, {'name': 'harden', 'levelLearnedAt': 49}]",walk,,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
61,golduck,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 28}, {'name': 'disable', 'levelLearnedAt': 31}, {'name': 'confusion', 'levelLearnedAt': 39}, {'name': 'fury-swipes', 'levelLearnedAt': 48}, {'name': 'hydro-pump', 'levelLearnedAt': 59}]",walk,,"['flash', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'psychic', 'mimic']"
62,horsea,"[{'name': 'bubble', 'levelLearnedAt': 1}, {'name': 'smokescreen', 'levelLearnedAt': 19}, {'name': 'leer', 'levelLearnedAt': 24}, {'name': 'water-gun', 'levelLearnedAt': 30}, {'name': 'agility', 'levelLearnedAt': 37}, {'name': 'hydro-pump', 'levelLearnedAt': 45}]",fishing,,['surf'],"['bubble-beam', 'water-gun', 'bide', 'rest', 'ice-beam', 'razor-wind', 'double-edge', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
63,articuno,"[{'name': 'ice-beam', 'levelLearnedAt': 1}, {'name': 'peck', 'levelLearnedAt': 1}, {'name': 'blizzard', 'levelLearnedAt': 51}, {'name': 'agility', 'levelLearnedAt': 55}, {'name': 'mist', 'levelLearnedAt': 60}]",walk,,['fly'],"['bubble-beam', 'whirlwind', 'water-gun', 'bide', 'rest', 'ice-beam', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
64,raticate,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 7}, {'name': 'hyper-fang', 'levelLearnedAt': 14}, {'name': 'focus-energy', 'levelLearnedAt': 27}, {'name': 'super-fang', 'levelLearnedAt': 41}]",walk,,"['cut', 'strength']","['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
65,tangela,"[{'name': 'bind', 'levelLearnedAt': 1}, {'name': 'constrict', 'levelLearnedAt': 1}, {'name': 'absorb', 'levelLearnedAt': 29}, {'name': 'poison-powder', 'levelLearnedAt': 32}, {'name': 'stun-spore', 'levelLearnedAt': 36}, {'name': 'sleep-powder', 'levelLearnedAt': 39}, {'name': 'slam', 'levelLearnedAt': 45}, {'name': 'growth', 'levelLearnedAt': 49}]",walk,,"['cut', 'flash']","['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
66,raichu,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'thunder-shock', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 1}]",walk,,"['flash', 'strength']","['mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
67,magnemite,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'sonic-boom', 'levelLearnedAt': 21}, {'name': 'thunder-shock', 'levelLearnedAt': 25}, {'name': 'supersonic', 'levelLearnedAt': 29}, {'name': 'thunder-wave', 'levelLearnedAt': 35}, {'name': 'swift', 'levelLearnedAt': 41}, {'name': 'screech', 'levelLearnedAt': 47}]",walk,,['flash'],"['bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'reflect', 'double-edge', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
68,magneton,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'sonic-boom', 'levelLearnedAt': 21}, {'name': 'thunder-shock', 'levelLearnedAt': 25}, {'name': 'supersonic', 'levelLearnedAt': 29}, {'name': 'thunder-wave', 'levelLearnedAt': 38}, {'name': 'swift', 'levelLearnedAt': 46}, {'name': 'screech', 'levelLearnedAt': 54}]",walk,,['flash'],"['bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
69,electrode,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'screech', 'levelLearnedAt': 1}, {'name': 'sonic-boom', 'levelLearnedAt': 17}, {'name': 'self-destruct', 'levelLearnedAt': 22}, {'name': 'light-screen', 'levelLearnedAt': 29}, {'name': 'swift', 'levelLearnedAt': 40}, {'name': 'explosion', 'levelLearnedAt': 50}]",walk,,['flash'],"['bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'reflect', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'self-destruct', 'take-down', 'mimic']"
70,zapdos,"[{'name': 'drill-peck', 'levelLearnedAt': 1}, {'name': 'thunder-shock', 'levelLearnedAt': 1}, {'name': 'thunder', 'levelLearnedAt': 51}, {'name': 'agility', 'levelLearnedAt': 55}, {'name': 'light-screen', 'levelLearnedAt': 60}]",walk,,"['flash', 'fly']","['whirlwind', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
71,fearow,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'peck', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 9}, {'name': 'fury-attack', 'levelLearnedAt': 15}, {'name': 'mirror-move', 'levelLearnedAt': 25}, {'name': 'drill-peck', 'levelLearnedAt': 34}, {'name': 'agility', 'levelLearnedAt': 43}]",walk,,['fly'],"['whirlwind', 'bide', 'rest', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
72,ponyta,"[{'name': 'ember', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 30}, {'name': 'stomp', 'levelLearnedAt': 32}, {'name': 'growl', 'levelLearnedAt': 35}, {'name': 'fire-spin', 'levelLearnedAt': 39}, {'name': 'take-down', 'levelLearnedAt': 43}, {'name': 'agility', 'levelLearnedAt': 48}]",walk,,['strength'],"['bide', 'body-slam', 'rest', 'reflect', 'horn-drill', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'solar-beam', 'mimic']"
73,grimer,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 1}, {'name': 'poison-gas', 'levelLearnedAt': 30}, {'name': 'minimize', 'levelLearnedAt': 33}, {'name': 'sludge', 'levelLearnedAt': 37}, {'name': 'harden', 'levelLearnedAt': 42}, {'name': 'screech', 'levelLearnedAt': 48}, {'name': 'acid-armor', 'levelLearnedAt': 55}]",walk,,['strength'],"['bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'rock-slide', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'self-destruct', 'mimic']"
74,muk,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 1}, {'name': 'poison-gas', 'levelLearnedAt': 30}, {'name': 'minimize', 'levelLearnedAt': 33}, {'name': 'sludge', 'levelLearnedAt': 37}, {'name': 'harden', 'levelLearnedAt': 45}, {'name': 'screech', 'levelLearnedAt': 53}, {'name': 'acid-armor', 'levelLearnedAt': 60}]",walk,,['strength'],"['bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'rock-slide', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'self-destruct', 'mimic']"
75,koffing,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'smog', 'levelLearnedAt': 1}, {'name': 'sludge', 'levelLearnedAt': 32}, {'name': 'smokescreen', 'levelLearnedAt': 37}, {'name': 'self-destruct', 'levelLearnedAt': 40}, {'name': 'haze', 'levelLearnedAt': 45}, {'name': 'explosion', 'levelLearnedAt': 48}]",walk,,['flash'],"['bide', 'thunder', 'thunderbolt', 'rest', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'psywave', 'mimic']"
76,weezing,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'smog', 'levelLearnedAt': 1}, {'name': 'sludge', 'levelLearnedAt': 32}, {'name': 'smokescreen', 'levelLearnedAt': 39}, {'name': 'self-destruct', 'levelLearnedAt': 43}, {'name': 'haze', 'levelLearnedAt': 49}, {'name': 'explosion', 'levelLearnedAt': 53}]",walk,,['flash'],"['bide', 'thunder', 'thunderbolt', 'rest', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'mimic']"
77,magmar,"[{'name': 'ember', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 36}, {'name': 'confuse-ray', 'levelLearnedAt': 39}, {'name': 'fire-punch', 'levelLearnedAt': 43}, {'name': 'smokescreen', 'levelLearnedAt': 48}, {'name': 'smog', 'levelLearnedAt': 52}, {'name': 'flamethrower', 'levelLearnedAt': 55}]",walk,,['strength'],"['mega-punch', 'bide', 'seismic-toss', 'body-slam', 'rest', 'teleport', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
78,bulbasaur,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'leech-seed', 'levelLearnedAt': 7}, {'name': 'vine-whip', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 20}, {'name': 'razor-leaf', 'levelLearnedAt': 27}, {'name': 'growth', 'levelLearnedAt': 34}, {'name': 'sleep-powder', 'levelLearnedAt': 41}, {'name': 'solar-beam', 'levelLearnedAt': 48}]",starter,,"['cut', 'flash', 'strength']","['bide', 'body-slam', 'rest', 'reflect', 'razor-wind', 'double-edge', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
79,charmander,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 9}, {'name': 'leer', 'levelLearnedAt': 15}, {'name': 'rage', 'levelLearnedAt': 22}, {'name': 'slash', 'levelLearnedAt': 30}, {'name': 'flamethrower', 'levelLearnedAt': 38}, {'name': 'fire-spin', 'levelLearnedAt': 46}]",starter,,"['cut', 'strength']","['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic']"
80,squirtle,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 8}, {'name': 'water-gun', 'levelLearnedAt': 15}, {'name': 'bite', 'levelLearnedAt': 22}, {'name': 'withdraw', 'levelLearnedAt': 28}, {'name': 'skull-bash', 'levelLearnedAt': 35}, {'name': 'hydro-pump', 'levelLearnedAt': 42}]",starter,,"['surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
81,kabuto,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'harden', 'levelLearnedAt': 1}, {'name': 'absorb', 'levelLearnedAt': 34}, {'name': 'slash', 'levelLearnedAt': 39}, {'name': 'leer', 'levelLearnedAt': 44}, {'name': 'hydro-pump', 'levelLearnedAt': 49}]",special,,['surf'],"['bubble-beam', 'water-gun', 'bide', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
82,omanyte,"[{'name': 'water-gun', 'levelLearnedAt': 1}, {'name': 'withdraw', 'levelLearnedAt': 1}, {'name': 'horn-attack', 'levelLearnedAt': 34}, {'name': 'leer', 'levelLearnedAt': 39}, {'name': 'spike-cannon', 'levelLearnedAt': 46}, {'name': 'hydro-pump', 'levelLearnedAt': 53}]",special,,['surf'],"['bubble-beam', 'water-gun', 'bide', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'reflect', 'double-edge', 'substitute', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
83,jynx,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'lovely-kiss', 'levelLearnedAt': 1}, {'name': 'lick', 'levelLearnedAt': 18}, {'name': 'double-slap', 'levelLearnedAt': 23}, {'name': 'ice-punch', 'levelLearnedAt': 31}, {'name': 'body-slam', 'levelLearnedAt': 39}, {'name': 'thrash', 'levelLearnedAt': 47}, {'name': 'blizzard', 'levelLearnedAt': 58}]",special,,['flash'],"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'body-slam', 'rest', 'teleport', 'ice-beam', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'psychic', 'mimic', 'metronome']"
84,farfetchd,"[{'name': 'sand-attack', 'levelLearnedAt': 1}, {'name': 'peck', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 7}, {'name': 'fury-attack', 'levelLearnedAt': 15}, {'name': 'swords-dance', 'levelLearnedAt': 23}, {'name': 'agility', 'levelLearnedAt': 31}, {'name': 'slash', 'levelLearnedAt': 39}]",special,,"['cut', 'fly']","['whirlwind', 'bide', 'body-slam', 'rest', 'reflect', 'razor-wind', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic']"
85,mr-mime,"[{'name': 'barrier', 'levelLearnedAt': 1}, {'name': 'confusion', 'levelLearnedAt': 15}, {'name': 'light-screen', 'levelLearnedAt': 23}, {'name': 'double-slap', 'levelLearnedAt': 31}, {'name': 'meditate', 'levelLearnedAt': 39}, {'name': 'substitute', 'levelLearnedAt': 47}]",special,,['flash'],"['mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'thunderbolt', 'body-slam', 'rest', 'teleport', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'solar-beam', 'psychic', 'mimic', 'metronome']"
86,eevee,"[{'name': 'sand-attack', 'levelLearnedAt': 1}, {'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 27}, {'name': 'tail-whip', 'levelLearnedAt': 31}, {'name': 'bite', 'levelLearnedAt': 37}, {'name': 'take-down', 'levelLearnedAt': 45}]",special,,[],"['bide', 'dig', 'body-slam', 'rest', 'reflect', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
87,lapras,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'water-gun', 'levelLearnedAt': 1}, {'name': 'sing', 'levelLearnedAt': 16}, {'name': 'mist', 'levelLearnedAt': 20}, {'name': 'body-slam', 'levelLearnedAt': 25}, {'name': 'confuse-ray', 'levelLearnedAt': 31}, {'name': 'ice-beam', 'levelLearnedAt': 38}, {'name': 'hydro-pump', 'levelLearnedAt': 46}]",special,,"['surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'solar-beam', 'psychic', 'mimic']"
88,lickitung,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 7}, {'name': 'disable', 'levelLearnedAt': 15}, {'name': 'defense-curl', 'levelLearnedAt': 23}, {'name': 'slam', 'levelLearnedAt': 31}, {'name': 'screech', 'levelLearnedAt': 39}]",special,,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'solar-beam', 'mimic']"
